block group ID,median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
14448, 500001.0, 6.9553, 35.0, 1878.0, 308.0, 598.0, 257.0, 32.81, -117.29
14449, 450000.0, 3.744, 30.0, 1446.0, 385.0, 650.0, 344.0, 32.8, -117.26
14450, 332400.0, 5.4103, 33.0, 1588.0, 289.0, 683.0, 301.0, 32.81, -117.24
14451, 394400.0, 6.5881, 34.0, 2420.0, 391.0, 917.0, 392.0, 32.81, -117.24
14452, 311900.0, 3.9187, 39.0, 1846.0, 350.0, 765.0, 329.0, 32.81, -117.25
14453, 376000.0, 3.2109, 34.0, 1655.0, 450.0, 870.0, 411.0, 32.84, -117.27
14454, 360300.0, 2.9306, 41.0, 1420.0, 338.0, 640.0, 314.0, 32.84, -117.28
14455, 410000.0, 3.875, 39.0, 1877.0, 426.0, 805.0, 409.0, 32.83, -117.27
14456, 500000.0, 3.7306, 34.0, 2392.0, 653.0, 933.0, 619.0, 32.83, -117.28
14457, 500001.0, 4.1477, 38.0, 2367.0, 480.0, 891.0, 428.0, 32.83, -117.31
14458, 500001.0, 4.1793, 35.0, 2908.0, 595.0, 1068.0, 529.0, 32.82, -117.27
14459, 405200.0, 4.5083, 42.0, 2820.0, 488.0, 1175.0, 500.0, 32.82, -117.27
14460, 500001.0, 11.3074, 42.0, 2785.0, 389.0, 833.0, 333.0, 32.82, -117.31
14461, 488900.0, 2.3187, 34.0, 2105.0, 444.0, 780.0, 406.0, 32.85, -117.27
14462, 381300.0, 3.7596, 21.0, 2455.0, 660.0, 1015.0, 597.0, 32.84, -117.28
14463, 475000.0, 4.425, 26.0, 1373.0, 336.0, 608.0, 268.0, 32.85, -117.27
14464, 500001.0, 3.1324, 28.0, 2334.0, 694.0, 770.0, 552.0, 32.85, -117.3
14465, 422200.0, 5.9359, 24.0, 3271.0, 508.0, 1496.0, 482.0, 32.81, -117.23
14466, 406300.0, 8.1844, 22.0, 3205.0, 429.0, 1083.0, 410.0, 32.81, -117.23
14467, 392300.0, 7.2559, 20.0, 2467.0, 332.0, 731.0, 335.0, 32.82, -117.24
14468, 500001.0, 10.7751, 19.0, 1759.0, 214.0, 659.0, 195.0, 32.84, -117.25
14469, 500001.0, 8.2374, 30.0, 3652.0, 499.0, 978.0, 462.0, 32.85, -117.26
14470, 500001.0, 10.9529, 17.0, 2075.0, 262.0, 704.0, 241.0, 32.83, -117.25
14471, 500001.0, 6.1025, 26.0, 3940.0, 657.0, 1180.0, 600.0, 32.84, -117.27
14472, 205000.0, 1.858, 18.0, 5566.0, 1465.0, 6303.0, 1458.0, 32.88, -117.23
14473, 274400.0, 4.6875, 26.0, 1647.0, 261.0, 694.0, 259.0, 32.85, -117.22
14474, 363600.0, 8.051, 19.0, 2691.0, 347.0, 1154.0, 366.0, 32.84, -117.22
14475, 316700.0, 6.3955, 25.0, 4229.0, 601.0, 1634.0, 574.0, 32.85, -117.23
14476, 326000.0, 6.5382, 24.0, 3596.0, 494.0, 1573.0, 492.0, 32.86, -117.21
14477, 260700.0, 5.3693, 26.0, 1352.0, 202.0, 654.0, 217.0, 32.86, -117.21
14478, 277800.0, 4.2065, 15.0, 2593.0, 521.0, 901.0, 456.0, 32.85, -117.21
14479, 277500.0, 5.4067, 26.0, 2012.0, 315.0, 872.0, 335.0, 32.85, -117.21
14480, 445700.0, 7.4351, 18.0, 3109.0, 501.0, 949.0, 368.0, 32.83, -117.24
14481, 474000.0, 7.8013, 19.0, 5255.0, 762.0, 1773.0, 725.0, 32.82, -117.25
14482, 500001.0, 9.5245, 23.0, 6139.0, 826.0, 2036.0, 807.0, 32.82, -117.25
14483, 500001.0, 10.7721, 24.0, 1663.0, 199.0, 578.0, 187.0, 32.83, -117.26
14484, 500001.0, 8.496, 34.0, 5846.0, 785.0, 1817.0, 747.0, 32.82, -117.26
14485, 500001.0, 8.0639, 35.0, 1420.0, 193.0, 469.0, 177.0, 32.83, -117.27
14486, 500001.0, 6.8322, 25.0, 2355.0, 381.0, 823.0, 358.0, 32.92, -117.29
14487, 500001.0, 12.4429, 30.0, 1670.0, 219.0, 606.0, 202.0, 32.86, -117.25
14488, 500001.0, 5.1023, 25.0, 2911.0, 533.0, 1137.0, 499.0, 32.86, -117.25
14489, 500001.0, 7.2821, 27.0, 2530.0, 469.0, 594.0, 326.0, 32.86, -117.25
14490, 500001.0, 5.3787, 42.0, 1761.0, 329.0, 480.0, 255.0, 32.85, -117.26
14491, 388500.0, 6.7587, 18.0, 3117.0, 475.0, 904.0, 368.0, 32.85, -117.24
14492, 500001.0, 10.0707, 22.0, 3479.0, 448.0, 1252.0, 440.0, 32.85, -117.24
14493, 272400.0, 6.1805, 18.0, 4231.0, 728.0, 2030.0, 720.0, 32.86, -117.19
14494, 267400.0, 5.2113, 19.0, 3716.0, 563.0, 1788.0, 587.0, 32.86, -117.19
14495, 295300.0, 4.7891, 22.0, 3501.0, 631.0, 1297.0, 581.0, 32.85, -117.2
14496, 213500.0, 2.4207, 26.0, 2298.0, 549.0, 980.0, 555.0, 32.85, -117.2
14497, 417500.0, 5.102, 15.0, 2895.0, 498.0, 1164.0, 443.0, 32.85, -117.19
14498, 204200.0, 3.0104, 15.0, 2290.0, 662.0, 1034.0, 594.0, 32.87, -117.23
14499, 188300.0, 5.2326, 16.0, 1675.0, 354.0, 604.0, 332.0, 32.86, -117.23
14500, 180100.0, 3.6083, 15.0, 1199.0, 301.0, 510.0, 296.0, 32.86, -117.23
14501, 209800.0, 5.0855, 15.0, 1703.0, 320.0, 587.0, 282.0, 32.86, -117.23
14502, 100000.0, 3.045, 16.0, 1200.0, 468.0, 648.0, 443.0, 32.86, -117.23
14503, 196800.0, 5.417, 11.0, 3123.0, 740.0, 1223.0, 634.0, 32.87, -117.23
14504, 148600.0, 3.2794, 16.0, 2800.0, 566.0, 1267.0, 518.0, 32.86, -117.21
14505, 171000.0, 3.35, 14.0, 3512.0, 807.0, 1835.0, 792.0, 32.87, -117.22
14506, 280800.0, 3.6287, 4.0, 16289.0, 4585.0, 7604.0, 4176.0, 32.86, -117.22
14507, 176600.0, 3.8542, 5.0, 3511.0, 1008.0, 1599.0, 918.0, 32.87, -117.22
14508, 156100.0, 3.3176, 14.0, 3114.0, 773.0, 1592.0, 776.0, 32.89, -117.21
14509, 267000.0, 3.9356, 4.0, 4308.0, 1095.0, 1923.0, 932.0, 32.86, -117.2
14510, 254400.0, 4.1429, 12.0, 1428.0, 303.0, 528.0, 269.0, 32.87, -117.21
14511, 169300.0, 4.875, 15.0, 1613.0, 303.0, 702.0, 240.0, 32.91, -117.15
14512, 174800.0, 4.9464, 14.0, 1259.0, 238.0, 889.0, 247.0, 32.91, -117.15
14513, 214600.0, 6.0891, 5.0, 1619.0, 272.0, 1063.0, 296.0, 32.91, -117.16
14514, 183200.0, 4.8229, 10.0, 2349.0, 431.0, 1598.0, 435.0, 32.91, -117.15
14515, 176100.0, 4.2008, 12.0, 1681.0, 381.0, 1050.0, 362.0, 32.9, -117.15
14516, 189100.0, 4.3598, 5.0, 8576.0, 1952.0, 5006.0, 1827.0, 32.89, -117.16
14517, 114600.0, 2.8728, 8.0, 3405.0, 961.0, 1742.0, 918.0, 32.91, -117.12
14518, 196300.0, 3.6111, 15.0, 1450.0, 266.0, 747.0, 290.0, 32.91, -117.13
14519, 151200.0, 4.2969, 16.0, 3230.0, 579.0, 1825.0, 576.0, 32.91, -117.13
14520, 154700.0, 4.0, 16.0, 2715.0, 581.0, 1619.0, 584.0, 32.91, -117.13
14521, 160300.0, 3.7837, 14.0, 3014.0, 710.0, 2165.0, 705.0, 32.91, -117.14
14522, 162100.0, 4.2234, 16.0, 3217.0, 716.0, 2054.0, 687.0, 32.9, -117.14
14523, 175200.0, 3.7156, 15.0, 2785.0, 644.0, 1798.0, 630.0, 32.9, -117.13
14524, 92500.0, 2.8588, 14.0, 3249.0, 937.0, 1929.0, 838.0, 32.9, -117.12
14525, 138200.0, 4.6667, 13.0, 1743.0, 363.0, 854.0, 353.0, 32.9, -117.12
14526, 169600.0, 4.2614, 16.0, 2173.0, 399.0, 1460.0, 393.0, 32.92, -117.13
14527, 163400.0, 3.6196, 17.0, 1481.0, 315.0, 1002.0, 300.0, 32.92, -117.13
14528, 106300.0, 3.2151, 7.0, 1308.0, 418.0, 766.0, 390.0, 32.92, -117.14
14529, 132500.0, 3.814, 6.0, 3069.0, 750.0, 1541.0, 736.0, 32.92, -117.14
14530, 184700.0, 4.9706, 15.0, 3242.0, 595.0, 1936.0, 593.0, 32.92, -117.14
14531, 191100.0, 4.7266, 16.0, 1580.0, 241.0, 917.0, 261.0, 32.92, -117.13
14532, 192300.0, 5.5036, 16.0, 1565.0, 257.0, 893.0, 239.0, 32.92, -117.13
14533, 180400.0, 4.9375, 15.0, 4846.0, 825.0, 2797.0, 823.0, 32.94, -117.13
14534, 195500.0, 5.3062, 16.0, 2918.0, 444.0, 1697.0, 444.0, 32.93, -117.13
14535, 171200.0, 4.2109, 14.0, 1946.0, 463.0, 1205.0, 390.0, 32.93, -117.14
14536, 166700.0, 4.0521, 12.0, 1474.0, 364.0, 1009.0, 372.0, 32.93, -117.14
14537, 171100.0, 4.5086, 16.0, 2412.0, 419.0, 1612.0, 422.0, 32.93, -117.14
14538, 218900.0, 5.3625, 7.0, 1427.0, 243.0, 927.0, 239.0, 32.93, -117.12
14539, 185300.0, 5.1433, 16.0, 2718.0, 438.0, 1515.0, 431.0, 32.93, -117.15
14540, 174400.0, 5.2864, 15.0, 1558.0, 314.0, 949.0, 332.0, 32.92, -117.14
14541, 168300.0, 4.4615, 16.0, 1972.0, 402.0, 1377.0, 413.0, 32.92, -117.15
14542, 182900.0, 4.9024, 16.0, 2366.0, 392.0, 1482.0, 407.0, 32.92, -117.15
14543, 168300.0, 4.5221, 16.0, 2969.0, 514.0, 1594.0, 465.0, 32.92, -117.15
14544, 210700.0, 5.196, 4.0, 15025.0, 2616.0, 7560.0, 2392.0, 32.92, -117.18
14545, 406200.0, 6.6199, 18.0, 4773.0, 743.0, 1970.0, 716.0, 32.96, -117.25
14546, 500001.0, 5.8343, 15.0, 1036.0, 149.0, 395.0, 157.0, 32.95, -117.26
14547, 500001.0, 6.9794, 15.0, 1882.0, 233.0, 704.0, 219.0, 32.95, -117.26
14548, 425900.0, 6.7694, 16.0, 4755.0, 807.0, 1829.0, 756.0, 32.94, -117.25
14549, 370500.0, 5.9806, 15.0, 1804.0, 339.0, 673.0, 296.0, 32.94, -117.25
14550, 329300.0, 5.9547, 18.0, 1591.0, 268.0, 547.0, 243.0, 32.95, -117.24
14551, 294400.0, 5.2648, 12.0, 2165.0, 437.0, 792.0, 386.0, 32.94, -117.24
14552, 271900.0, 6.4321, 5.0, 2276.0, 311.0, 1158.0, 317.0, 32.98, -117.13
14553, 249500.0, 6.4696, 10.0, 3486.0, 469.0, 1700.0, 483.0, 32.97, -117.13
14554, 260900.0, 6.3237, 4.0, 19001.0, 2688.0, 8980.0, 2441.0, 32.95, -117.18
14555, 241500.0, 6.3721, 12.0, 5949.0, 799.0, 2936.0, 781.0, 32.96, -117.14
14556, 240200.0, 6.712, 15.0, 2267.0, 292.0, 1180.0, 289.0, 32.96, -117.13
14557, 337000.0, 7.6348, 4.0, 6423.0, 1042.0, 2607.0, 983.0, 32.98, -117.24
14558, 467600.0, 8.4355, 3.0, 6251.0, 988.0, 2330.0, 893.0, 32.96, -117.21
14559, 322500.0, 6.357, 4.0, 18123.0, 3173.0, 7301.0, 2964.0, 32.95, -117.22
14560, 176900.0, 3.7841, 34.0, 2936.0, 597.0, 1512.0, 571.0, 32.83, -117.22
14561, 190200.0, 5.4605, 31.0, 3958.0, 727.0, 1924.0, 728.0, 32.83, -117.22
14562, 237300.0, 5.7451, 17.0, 1124.0, 187.0, 553.0, 205.0, 32.83, -117.22
14563, 200400.0, 3.4318, 31.0, 2558.0, 512.0, 1164.0, 492.0, 32.83, -117.22
14564, 183900.0, 3.5234, 35.0, 756.0, 135.0, 423.0, 136.0, 32.82, -117.22
14565, 187700.0, 4.55, 34.0, 3353.0, 544.0, 1583.0, 571.0, 32.84, -117.2
14566, 181400.0, 3.2583, 32.0, 2033.0, 394.0, 989.0, 389.0, 32.84, -117.2
14567, 182100.0, 4.5402, 34.0, 2158.0, 366.0, 1046.0, 335.0, 32.84, -117.21
14568, 176000.0, 2.5909, 36.0, 1089.0, 240.0, 623.0, 226.0, 32.83, -117.2
14569, 166000.0, 3.5078, 36.0, 1475.0, 328.0, 806.0, 327.0, 32.83, -117.21
14570, 199600.0, 4.1806, 28.0, 3241.0, 533.0, 1334.0, 513.0, 32.83, -117.21
14571, 162500.0, 3.4482, 35.0, 2259.0, 501.0, 1340.0, 511.0, 32.83, -117.21
14572, 184800.0, 4.3862, 33.0, 4773.0, 873.0, 1954.0, 845.0, 32.81, -117.21
14573, 212000.0, 3.8529, 31.0, 2035.0, 383.0, 866.0, 360.0, 32.82, -117.21
14574, 283800.0, 5.2837, 27.0, 1318.0, 216.0, 495.0, 191.0, 32.81, -117.21
14575, 303100.0, 3.7963, 22.0, 3738.0, 795.0, 1476.0, 728.0, 32.82, -117.22
14576, 362500.0, 3.5078, 24.0, 730.0, 196.0, 335.0, 203.0, 32.81, -117.22
14577, 161400.0, 2.8472, 35.0, 1377.0, 350.0, 792.0, 313.0, 32.83, -117.2
14578, 171600.0, 3.9464, 35.0, 1217.0, 220.0, 643.0, 237.0, 32.82, -117.2
14579, 172300.0, 3.337, 35.0, 2772.0, 537.0, 1392.0, 521.0, 32.82, -117.2
14580, 208200.0, 5.0465, 34.0, 3850.0, 608.0, 1619.0, 602.0, 32.82, -117.19
14581, 204000.0, 5.253, 35.0, 1074.0, 180.0, 442.0, 173.0, 32.82, -117.19
14582, 192900.0, 4.9219, 35.0, 2197.0, 353.0, 945.0, 357.0, 32.82, -117.19
14583, 175900.0, 3.6667, 31.0, 3064.0, 575.0, 1476.0, 549.0, 32.84, -117.18
14584, 165100.0, 3.5606, 30.0, 2290.0, 523.0, 1272.0, 472.0, 32.84, -117.18
14585, 167800.0, 4.2768, 32.0, 1351.0, 237.0, 823.0, 269.0, 32.84, -117.18
14586, 197100.0, 5.5277, 30.0, 2492.0, 406.0, 1250.0, 431.0, 32.84, -117.19
14587, 172000.0, 3.875, 35.0, 2263.0, 427.0, 1001.0, 408.0, 32.84, -117.19
14588, 184100.0, 3.375, 23.0, 2105.0, 525.0, 1218.0, 484.0, 32.83, -117.18
14589, 169800.0, 4.0114, 30.0, 2288.0, 448.0, 1240.0, 469.0, 32.83, -117.19
14590, 173300.0, 4.3317, 30.0, 3225.0, 555.0, 1601.0, 532.0, 32.83, -117.19
14591, 212500.0, 5.3538, 24.0, 3541.0, 530.0, 1591.0, 530.0, 32.83, -117.17
14592, 198100.0, 2.7401, 24.0, 1623.0, 417.0, 911.0, 397.0, 32.82, -117.17
14593, 197600.0, 3.0375, 21.0, 2869.0, 596.0, 1471.0, 577.0, 32.82, -117.17
14594, 182800.0, 4.2708, 27.0, 2346.0, 399.0, 1105.0, 373.0, 32.83, -117.18
14595, 162000.0, 3.9265, 31.0, 1772.0, 353.0, 1090.0, 350.0, 32.83, -117.18
14596, 188000.0, 4.6875, 28.0, 2291.0, 371.0, 1098.0, 382.0, 32.82, -117.16
14597, 184100.0, 4.739, 26.0, 2424.0, 388.0, 974.0, 375.0, 32.81, -117.17
14598, 185700.0, 5.0603, 26.0, 788.0, 127.0, 346.0, 125.0, 32.81, -117.17
14599, 179500.0, 3.1032, 19.0, 6823.0, 1509.0, 3784.0, 1509.0, 32.81, -117.18
14600, 187500.0, 3.1146, 24.0, 1569.0, 377.0, 715.0, 321.0, 32.82, -117.17
14601, 159000.0, 2.2899, 14.0, 4328.0, 1100.0, 2046.0, 1044.0, 32.81, -117.16
14602, 172400.0, 3.6806, 35.0, 1213.0, 200.0, 532.0, 181.0, 32.81, -117.16
14603, 159700.0, 3.0625, 37.0, 422.0, 79.0, 211.0, 80.0, 32.8, -117.16
14604, 177800.0, 2.5, 22.0, 2259.0, 634.0, 1213.0, 601.0, 32.8, -117.16
14605, 176300.0, 3.6371, 34.0, 2275.0, 375.0, 1021.0, 379.0, 32.81, -117.16
14606, 178700.0, 4.22, 33.0, 3064.0, 506.0, 1355.0, 488.0, 32.81, -117.17
14607, 177500.0, 2.2284, 25.0, 2161.0, 462.0, 896.0, 468.0, 32.83, -117.14
14608, 162300.0, 4.5625, 25.0, 1756.0, 301.0, 722.0, 312.0, 32.82, -117.18
14609, 204000.0, 4.7679, 28.0, 3436.0, 537.0, 1503.0, 498.0, 32.81, -117.18
14610, 207000.0, 5.1491, 33.0, 5226.0, 833.0, 2221.0, 839.0, 32.81, -117.19
14611, 217100.0, 5.5454, 10.0, 3821.0, 631.0, 1605.0, 609.0, 32.8, -117.18
14612, 198500.0, 3.8542, 30.0, 2456.0, 390.0, 1022.0, 393.0, 32.8, -117.18
14613, 140400.0, 3.2661, 30.0, 5201.0, 1104.0, 2961.0, 1064.0, 32.79, -117.18
14614, 123600.0, 2.2663, 44.0, 2262.0, 647.0, 3009.0, 657.0, 32.79, -117.17
14615, 133300.0, 2.1447, 43.0, 1269.0, 297.0, 946.0, 285.0, 32.79, -117.17
14616, 187500.0, 2.5682, 25.0, 1399.0, 329.0, 1308.0, 355.0, 32.8, -117.16
14617, 157600.0, 3.4706, 20.0, 2827.0, 554.0, 1822.0, 536.0, 32.8, -117.17
14618, 87500.0, 2.75, 27.0, 1937.0, 537.0, 1211.0, 482.0, 32.8, -117.15
14619, 146300.0, 3.7292, 23.0, 2395.0, 476.0, 2284.0, 488.0, 32.8, -117.15
14620, 178600.0, 3.6375, 24.0, 3566.0, 765.0, 1697.0, 722.0, 32.78, -117.16
14621, 154300.0, 3.3375, 32.0, 1731.0, 413.0, 1569.0, 427.0, 32.79, -117.16
14622, 164100.0, 2.3658, 17.0, 3845.0, 1051.0, 3102.0, 944.0, 32.78, -117.17
14623, 165000.0, 3.7381, 34.0, 2515.0, 488.0, 1594.0, 515.0, 32.78, -117.16
14624, 145200.0, 2.2768, 42.0, 1104.0, 305.0, 892.0, 270.0, 32.78, -117.17
14625, 166800.0, 3.767, 35.0, 1399.0, 274.0, 695.0, 281.0, 32.77, -117.17
14626, 164800.0, 4.5481, 6.0, 3856.0, 875.0, 1547.0, 816.0, 32.77, -117.17
14627, 87500.0, 2.7386, 16.0, 2374.0, 780.0, 913.0, 705.0, 32.77, -117.18
14628, 158900.0, 3.6492, 8.0, 3694.0, 997.0, 1297.0, 807.0, 32.76, -117.18
14629, 67500.0, 2.6493, 17.0, 711.0, 254.0, 327.0, 227.0, 32.76, -117.18
14630, 210000.0, 3.0481, 21.0, 4185.0, 1018.0, 3122.0, 993.0, 32.78, -117.18
14631, 200600.0, 3.4, 23.0, 1215.0, 225.0, 592.0, 224.0, 32.77, -117.18
14632, 302100.0, 5.5413, 26.0, 2496.0, 407.0, 1062.0, 380.0, 32.81, -117.21
14633, 200000.0, 3.8542, 34.0, 4854.0, 912.0, 2089.0, 854.0, 32.8, -117.2
14634, 300000.0, 5.0958, 16.0, 2079.0, 394.0, 746.0, 383.0, 32.79, -117.2
14635, 294100.0, 4.2417, 33.0, 2573.0, 436.0, 1084.0, 443.0, 32.8, -117.2
14636, 289600.0, 3.7102, 34.0, 1398.0, 222.0, 532.0, 244.0, 32.8, -117.21
14637, 166300.0, 3.1304, 16.0, 2593.0, 794.0, 1235.0, 684.0, 32.8, -117.19
14638, 168400.0, 2.3599, 36.0, 4018.0, 1067.0, 1620.0, 842.0, 32.8, -117.2
14639, 235100.0, 3.8571, 36.0, 1514.0, 258.0, 665.0, 278.0, 32.79, -117.19
14640, 238400.0, 3.3713, 35.0, 1788.0, 378.0, 777.0, 374.0, 32.79, -117.19
14641, 276000.0, 4.7788, 31.0, 3417.0, 533.0, 1245.0, 532.0, 32.79, -117.2
14642, 255600.0, 4.5987, 29.0, 1213.0, 228.0, 654.0, 246.0, 32.79, -117.2
14643, 192200.0, 3.2312, 34.0, 757.0, 212.0, 409.0, 222.0, 32.79, -117.2
14644, 252000.0, 4.4097, 34.0, 4108.0, 664.0, 1659.0, 644.0, 32.78, -117.19
14645, 241600.0, 4.0057, 38.0, 2662.0, 498.0, 1132.0, 496.0, 32.78, -117.2
14646, 238000.0, 3.765, 30.0, 2747.0, 640.0, 3185.0, 657.0, 32.77, -117.19
14647, 151000.0, 4.1368, 16.0, 3273.0, 670.0, 1305.0, 671.0, 32.77, -117.19
14648, 143800.0, 3.8571, 9.0, 634.0, 152.0, 248.0, 133.0, 32.77, -117.19
14649, 140600.0, 2.4397, 14.0, 3575.0, 992.0, 1645.0, 839.0, 32.77, -117.19
14650, 137500.0, 3.2679, 30.0, 156.0, 45.0, 77.0, 40.0, 32.77, -117.2
14651, 196900.0, 2.8621, 31.0, 1952.0, 471.0, 936.0, 462.0, 32.77, -117.2
14652, 178300.0, 3.1458, 34.0, 1629.0, 318.0, 900.0, 282.0, 32.81, -117.15
14653, 166700.0, 2.3578, 41.0, 1413.0, 261.0, 1070.0, 259.0, 32.8, -117.15
14654, 156900.0, 2.1157, 41.0, 2423.0, 469.0, 1813.0, 466.0, 32.8, -117.14
14655, 179800.0, 3.9417, 33.0, 2670.0, 435.0, 1256.0, 431.0, 32.8, -117.14
14656, 169600.0, 2.5368, 35.0, 1267.0, 212.0, 710.0, 204.0, 32.8, -117.14
14657, 188600.0, 4.7813, 35.0, 3578.0, 582.0, 1568.0, 553.0, 32.79, -117.14
14658, 205100.0, 5.25, 25.0, 1577.0, 266.0, 611.0, 284.0, 32.78, -117.15
14659, 183000.0, 5.282, 31.0, 984.0, 161.0, 422.0, 158.0, 32.79, -117.14
14660, 177400.0, 2.7652, 19.0, 2157.0, 554.0, 1349.0, 535.0, 32.81, -117.13
14661, 179100.0, 4.4886, 34.0, 1748.0, 294.0, 800.0, 294.0, 32.81, -117.14
14662, 108300.0, 3.7237, 15.0, 1606.0, 375.0, 784.0, 342.0, 32.8, -117.13
14663, 175300.0, 4.5568, 33.0, 2731.0, 456.0, 1263.0, 445.0, 32.8, -117.13
14664, 174200.0, 3.8719, 29.0, 2863.0, 534.0, 1392.0, 522.0, 32.8, -117.12
14665, 166500.0, 3.2308, 26.0, 2119.0, 444.0, 1202.0, 440.0, 32.81, -117.13
14666, 166300.0, 3.8125, 31.0, 1727.0, 342.0, 879.0, 345.0, 32.8, -117.12
14667, 174900.0, 3.9732, 35.0, 2129.0, 382.0, 1044.0, 350.0, 32.8, -117.13
14668, 174100.0, 4.2098, 35.0, 1458.0, 262.0, 723.0, 257.0, 32.79, -117.13
14669, 173800.0, 3.6458, 35.0, 1362.0, 243.0, 698.0, 255.0, 32.79, -117.13
14670, 124200.0, 4.2621, 4.0, 2782.0, 817.0, 1309.0, 787.0, 32.78, -117.12
14671, 92200.0, 2.9576, 16.0, 2056.0, 631.0, 847.0, 569.0, 32.77, -117.15
14672, 288200.0, 5.5673, 7.0, 6100.0, 1185.0, 2710.0, 1040.0, 32.81, -117.09
14673, 175000.0, 2.6607, 16.0, 3980.0, 682.0, 3174.0, 647.0, 32.82, -117.11
14674, 112500.0, 2.875, 17.0, 1787.0, 330.0, 1341.0, 314.0, 32.82, -117.11
14675, 67500.0, 2.5953, 15.0, 3428.0, 491.0, 2303.0, 486.0, 32.81, -117.11
14676, 67500.0, 3.2197, 17.0, 3890.0, 586.0, 2791.0, 595.0, 32.8, -117.11
14677, 131300.0, 2.15, 15.0, 666.0, 152.0, 247.0, 164.0, 32.8, -117.09
14678, 243000.0, 6.04, 16.0, 4608.0, 629.0, 2020.0, 636.0, 32.84, -117.11
14679, 166500.0, 4.375, 16.0, 4241.0, 892.0, 1771.0, 864.0, 32.82, -117.11
14680, 248100.0, 6.2047, 16.0, 1049.0, 154.0, 467.0, 160.0, 32.83, -117.1
14681, 179500.0, 4.3783, 16.0, 4214.0, 744.0, 1820.0, 699.0, 32.83, -117.1
14682, 264000.0, 4.8419, 15.0, 4138.0, 636.0, 2001.0, 677.0, 32.83, -117.09
14683, 278600.0, 7.1298, 16.0, 1787.0, 236.0, 770.0, 228.0, 32.82, -117.08
14684, 271700.0, 5.9734, 10.0, 5177.0, 856.0, 2190.0, 816.0, 32.82, -117.08
14685, 260600.0, 6.4335, 7.0, 13703.0, 2352.0, 4446.0, 1856.0, 32.83, -117.08
14686, 177400.0, 6.0266, 8.0, 2205.0, 348.0, 777.0, 341.0, 32.83, -117.04
14687, 477600.0, 10.3354, 5.0, 2234.0, 256.0, 894.0, 253.0, 32.91, -117.07
14688, 436100.0, 9.2858, 6.0, 6525.0, 826.0, 3146.0, 806.0, 32.9, -117.04
14689, 184500.0, 3.625, 25.0, 2963.0, 552.0, 1162.0, 556.0, 32.8, -117.08
14690, 169700.0, 2.8631, 20.0, 2183.0, 534.0, 999.0, 496.0, 32.79, -117.09
14691, 174100.0, 4.7188, 36.0, 2163.0, 367.0, 915.0, 360.0, 32.8, -117.09
14692, 178100.0, 3.375, 32.0, 1587.0, 268.0, 635.0, 249.0, 32.8, -117.08
14693, 96900.0, 3.3849, 16.0, 2574.0, 771.0, 1129.0, 721.0, 32.79, -117.11
14694, 129300.0, 3.5179, 16.0, 1791.0, 518.0, 1006.0, 491.0, 32.79, -117.11
14695, 73500.0, 3.5562, 16.0, 2470.0, 830.0, 1170.0, 724.0, 32.78, -117.11
14696, 133200.0, 3.6528, 16.0, 2220.0, 512.0, 930.0, 527.0, 32.78, -117.11
14697, 171200.0, 4.0982, 36.0, 1529.0, 266.0, 683.0, 260.0, 32.79, -117.09
14698, 170000.0, 3.8333, 36.0, 1936.0, 345.0, 861.0, 343.0, 32.79, -117.09
14699, 177700.0, 3.1964, 31.0, 2019.0, 417.0, 872.0, 386.0, 32.79, -117.09
14700, 165300.0, 2.9881, 28.0, 1708.0, 393.0, 816.0, 393.0, 32.78, -117.09
14701, 181000.0, 5.1488, 31.0, 2550.0, 395.0, 1017.0, 405.0, 32.8, -117.07
14702, 168900.0, 3.9828, 36.0, 2028.0, 349.0, 820.0, 352.0, 32.8, -117.07
14703, 170800.0, 3.9745, 36.0, 3583.0, 642.0, 1711.0, 602.0, 32.79, -117.07
14704, 195100.0, 5.1782, 23.0, 2698.0, 410.0, 1094.0, 411.0, 32.8, -117.07
14705, 224200.0, 4.3594, 15.0, 2000.0, 402.0, 778.0, 369.0, 32.81, -117.07
14706, 234700.0, 6.7927, 17.0, 3939.0, 550.0, 1694.0, 553.0, 32.81, -117.06
14707, 228600.0, 5.6402, 17.0, 1885.0, 292.0, 771.0, 301.0, 32.81, -117.05
14708, 180400.0, 3.7167, 17.0, 1475.0, 308.0, 549.0, 293.0, 32.8, -117.05
14709, 222000.0, 5.5, 17.0, 2247.0, 340.0, 973.0, 318.0, 32.8, -117.06
14710, 277600.0, 7.8336, 25.0, 2489.0, 314.0, 911.0, 309.0, 32.79, -117.07
14711, 268300.0, 4.7143, 26.0, 3725.0, 623.0, 1516.0, 627.0, 32.78, -117.07
14712, 222800.0, 4.625, 21.0, 2919.0, 496.0, 984.0, 443.0, 32.78, -117.08
14713, 306800.0, 6.7196, 23.0, 2491.0, 350.0, 863.0, 348.0, 32.79, -117.04
14714, 243400.0, 5.7416, 25.0, 2504.0, 345.0, 1067.0, 350.0, 32.8, -117.04
14715, 94600.0, 3.0035, 16.0, 1561.0, 378.0, 574.0, 350.0, 32.8, -117.05
14716, 249000.0, 6.4797, 25.0, 1905.0, 250.0, 865.0, 253.0, 32.8, -117.05
14717, 330600.0, 7.916, 23.0, 3309.0, 401.0, 1116.0, 386.0, 32.8, -117.05
14718, 331800.0, 8.7604, 17.0, 2524.0, 332.0, 771.0, 317.0, 32.79, -117.06
